URI	Nom du Fichier	P102 has title	"P4 has time-span 
U8 foresees time span"	Similarité
				
				
MEME TIRE – DATE DIFFERENTE				
<http://data.doremus.org/performance/f0218a8d-b42d-353a-a37b-119de7679793>	10753.ttl	Ensemble intercontemporain	2011-02-25T20:00	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/4cd29369-50c2-35e8-ab09-387027364f60>	10080.ttl	Ensemble intercontemporain	2010-04-15T20:00	Similarité :1.0
<http://data.doremus.org/performance/ac5b81bb-f334-369b-a966-4c60aba3f347>	0240344.ttl	Ensemble intercontemporain	2018-03-29T21:48	
				
<http://data.doremus.org/performance/4cd29369-50c2-35e8-ab09-387027364f60>	10080.ttl	Ensemble intercontemporain	2010-04-15T20:00	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/a538e9e7-0bca-3162-9624-ec005c7a9bf8>	6450.ttl	Simón Bolívar Youth Orchestra Venezuela	2009-10-24T20:00	Similarité :1.0
<http://data.doremus.org/performance/050ec49c-7a00-3a2b-8c25-29115589fb04>	0924969.ttl	Simón Bolívar Youth Orchestra Venezuela	2018-03-29T21:48	
				
<http://data.doremus.org/performance/7744e91c-5ce0-3dea-a4ce-655bc562b624>	5714.ttl	La petite renarde rusée	2009-03-08T11:00	Similarité :1.0
<http://data.doremus.org/performance/3e3d50a3-51d4-3dc9-a870-bc8726b64d7c>	1070561.ttl	La petite renarde rusée	2018-03-29T21:51	
				
<http://data.doremus.org/performance/de3f5b3e-5861-3481-ab1b-4cff929c08f1>	10130.ttl	Chamber Orchestra of Europe	2010-04-17T20:00	Similarité :1.0
<http://data.doremus.org/performance/eae12303-fb63-3a1a-bf55-6d9cc8aed1de>	0240336.ttl	Chamber orchestra of Europe	2018-03-29T21:50	
				
<http://data.doremus.org/performance/de3f5b3e-5861-3481-ab1b-4cff929c08f1>	10130.ttl	Chamber Orchestra of Europe	2010-04-17T20:00	Similarité :1.0
<http://data.doremus.org/performance/d9ea7639-de11-3fbd-a5e0-0487595c5cff>	0241240.ttl	Chamber orchestra of Europe	2018-03-29T21:47	
				
<http://data.doremus.org/performance/de3f5b3e-5861-3481-ab1b-4cff929c08f1>	10130.ttl	Chamber Orchestra of Europe	2010-04-17T20:00	Similarité :1.0
<http://data.doremus.org/performance/79332ad1-10e5-3d83-9da3-f34a0e5bc935>	0241078.ttl	Chamber orchestra of Europe	2018-03-29T21:46	
				
<http://data.doremus.org/performance/6f7e206d-94de-3569-8865-a1db7b0936d9>	6500.ttl	London Symphony Orchestra	2010-01-30T20:30	Similarité :1.0
<http://data.doremus.org/performance/3d25a05c-b9be-3da5-b6bf-72db19b529e9>	0960360.ttl	London Symphony Orchestra	2011-03-28T20:00	
				
<http://data.doremus.org/performance/8fda3caf-3546-3ebc-995f-8e7ff423d6a5>	6519.ttl	Orchestre Philharmonique de Radio France	2010-02-23T20:00	Similarité :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>	0956005.ttl	Orchestre Philharmonique de Radio France	2011-01-07T20:00	
				
<http://data.doremus.org/performance/1d8e8d34-6c62-34ff-b230-6f8e0dd1f588>	6531.ttl	Orchestre Philharmonique de Radio France	2010-06-18T20:00	Similarité :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>	0956005.ttl	Orchestre Philharmonique de Radio France	2011-01-07T20:00	
				
<http://data.doremus.org/performance/64034c7d-e813-3eed-95ba-b88e97edf67b>	6635.ttl	Orchestre Philharmonique de Radio France	2010-03-19T20:00	Similarité :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>	0956005.ttl	Orchestre Philharmonique de Radio France	2011-01-07T20:00	
				
<http://data.doremus.org/performance/af5a69c7-f9c0-3ace-9956-62e312b9324f>	6446.ttl	Ensemble intercontemporain	2009-10-17T20:00	Similarité :1.0
<http://data.doremus.org/performance/ac5b81bb-f334-369b-a966-4c60aba3f347>	0240344.ttl	Ensemble intercontemporain	2018-03-29T21:48	
				
<http://data.doremus.org/performance/af5a69c7-f9c0-3ace-9956-62e312b9324f>	6446.ttl	Ensemble intercontemporain	2009-10-17T20:00	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/13639d7c-b5c0-30be-9bb0-ca5f0c15ac3b>	10027.ttl	Ensemble intercontemporain	2009-10-23T20:00	Similarité :1.0
<http://data.doremus.org/performance/ac5b81bb-f334-369b-a966-4c60aba3f347>	0240344.ttl	Ensemble intercontemporain	2018-03-29T21:48	
				
<http://data.doremus.org/performance/13639d7c-b5c0-30be-9bb0-ca5f0c15ac3b>	10027.ttl	Ensemble intercontemporain	2009-10-23T20:00	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/e8a8848d-f079-3d75-a3a0-27ba486edf3c>	6514.ttl	Anniversaire Christoph Eschenbach	2009-10-23T20:00	Similarité :1.0
<http://data.doremus.org/performance/a615abfc-2d95-3f60-a989-f6a95871b933>	0935344.ttl	Anniversaire Christoph Eschenbach	2018-03-29T21:50	
				
<http://data.doremus.org/performance/88191cf3-a8f6-3fe8-9cf0-e1596519ed00>	5401.ttl	Chamber Orchestra of Europe	2008-11-20T20:00	Similarité :1.0
<http://data.doremus.org/performance/eae12303-fb63-3a1a-bf55-6d9cc8aed1de>	0240336.ttl	Chamber orchestra of Europe	2018-03-29T21:50	
				
<http://data.doremus.org/performance/88191cf3-a8f6-3fe8-9cf0-e1596519ed00>	5401.ttl	Chamber Orchestra of Europe	2008-11-20T20:00	Similarité :1.0
<http://data.doremus.org/performance/d9ea7639-de11-3fbd-a5e0-0487595c5cff>	0241240.ttl	Chamber orchestra of Europe	2018-03-29T21:47	
				
<http://data.doremus.org/performance/88191cf3-a8f6-3fe8-9cf0-e1596519ed00>	5401.ttl	Chamber Orchestra of Europe	2008-11-20T20:00	Similarité :1.0
<http://data.doremus.org/performance/79332ad1-10e5-3d83-9da3-f34a0e5bc935>	0241078.ttl	Chamber orchestra of Europe	2018-03-29T21:46	
				
<http://data.doremus.org/performance/37e28050-8eb5-3473-9f23-2e415af1dab6>	10889.ttl	Orchestre Philharmonique de Radio France - Myung-Whun Chung - Leonidas Kavakos	2011-06-24T20:00	Similarité :1.0
<http://data.doremus.org/performance/376001e7-6702-3eea-89c6-75cf00db8f39>	0969116.ttl	Orchestre Philharmonique de Radio France, Myung-Whun Chung, Leonidas Kavakos	2018-03-29T21:50	
				
<http://data.doremus.org/performance/bd53b7d4-0c07-3247-98cc-1e5d8553d6b5>	6442.ttl	Orchestre Philharmonique de Radio France	2009-10-16T20:00	Similarité :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>	0956005.ttl	Orchestre Philharmonique de Radio France	2011-01-07T20:00	
				
<http://data.doremus.org/performance/f7f6164f-158b-31d8-b09c-a23f1ba650d4>	5350.ttl	Ensemble intercontemporain	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/ac5b81bb-f334-369b-a966-4c60aba3f347>	0240344.ttl	Ensemble intercontemporain	2018-03-29T21:48	
				
<http://data.doremus.org/performance/f7f6164f-158b-31d8-b09c-a23f1ba650d4>	5350.ttl	Ensemble intercontemporain	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/72bc317c-9e62-3625-aff2-d372f59ad9fa>	10906.ttl	Orchestre du Théâtre Mariinsky - Valery Gergiev	2010-12-12T16:00	Similarité :1.0
<http://data.doremus.org/performance/de3300f6-e5f2-3371-812c-ed56de326b1d>	1014019.ttl	Orchestre du Théâtre Mariinsky, Valery Gergiev	2014-02-17T20:00	
				
<http://data.doremus.org/performance/2987406a-35de-3d4d-b830-e38404febedb>	6649.ttl	"Carla Bley \""The Lost Chords find Paolo Fresu\"""	2010-04-25T20:00	Similarité :1.0
<http://data.doremus.org/performance/41ed6e0e-cab2-3824-9338-79968a33bc9e>	0941724.ttl	"Carla Bley \""The lost chords find Paolo Fresu\"""	2018-03-29T21:47	
				
<http://data.doremus.org/performance/8dc3fbef-ca2b-3de9-82a6-35fd058bb8dd>	10168.ttl	Les Dissonances, David Grimal	2010-03-09T20:00	Similarité :1.0
<http://data.doremus.org/performance/7966c253-0cd2-39a7-bd27-21a34e5a75fa>	1062228.ttl	Les Dissonances, David Grimal	2017-01-30T20:30	
				
<http://data.doremus.org/performance/8dc3fbef-ca2b-3de9-82a6-35fd058bb8dd>	10168.ttl	Les Dissonances, David Grimal	2010-03-09T20:00	Similarité :1.0
<http://data.doremus.org/performance/4280cb11-94bb-3fd2-827c-4adcff8d8fd7>	1023315.ttl	Les Dissonances, David Grimal	2014-10-21T20:00	
				
<http://data.doremus.org/performance/8dc3fbef-ca2b-3de9-82a6-35fd058bb8dd>	10168.ttl	Les Dissonances, David Grimal	2010-03-09T20:00	Similarité :1.0
<http://data.doremus.org/performance/850618f8-2702-33f6-a43a-5c85c4c29c65>	1033088.ttl	Les Dissonances. David Grimal	2015-04-01T20:30	
				
<http://data.doremus.org/performance/8dc3fbef-ca2b-3de9-82a6-35fd058bb8dd>	10168.ttl	Les Dissonances, David Grimal	2010-03-09T20:00	Similarité :1.0
<http://data.doremus.org/performance/1386ad04-a768-3b93-af13-980357c76121>	1040876.ttl	Les Dissonances : David Grimal	2015-10-06T20:30	
				
<http://data.doremus.org/performance/8dc3fbef-ca2b-3de9-82a6-35fd058bb8dd>	10168.ttl	Les Dissonances, David Grimal	2010-03-09T20:00	Similarité :1.0
<http://data.doremus.org/performance/8ae7da6a-8728-39ac-bf83-13e2157c200c>	1030927.ttl	Les Dissonances, David Grimal	2015-02-09T20:30	
				
<http://data.doremus.org/performance/30034df6-46d4-3218-9f18-c59cd264dd66>	10707.ttl	Orchestre Philharmonique de Radio-France - François Xavier Roth - Nathalie Stutzmann	2010-09-10T20:00	Similarité :1.0
<http://data.doremus.org/performance/b4accd8c-d597-339c-9b27-3cbe4e73387c>	0951538.ttl	Orchestre Philharmonique de Radio France. François Xavier Roth. Nathalie Stutzmann	2018-03-29T21:48	
				
<http://data.doremus.org/performance/7479733c-64e3-3f43-97a5-021c6107ef56>	6420.ttl	Orchestre Philharmonique de Radio France	2009-09-18T20:00	Similarité :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>	0956005.ttl	Orchestre Philharmonique de Radio France	2011-01-07T20:00	
				
<http://data.doremus.org/performance/244d1f8e-1c8b-3c2c-8ec1-864e8cea86eb>	6526.ttl	Orchestre Philharmonique de Radio France	2010-04-16T20:00	Similarité :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>	0956005.ttl	Orchestre Philharmonique de Radio France	2011-01-07T20:00	
				
<http://data.doremus.org/performance/bda8b8e4-f5cf-32b8-9777-53c5af33efff>	10719.ttl	Orchestre de Paris - Paavo Järvi - Vadim Repin	2010-01-29T20:00	Similarité :1.0
<http://data.doremus.org/performance/1eda96be-f3d1-3faf-a10a-b9e657ef4980>	0950803.ttl	Orchestre de Paris, Paavo Järvi, Vadim Repin	2014-03-16T16:30	
				
<http://data.doremus.org/performance/55854687-72ef-32db-b8e8-f226bb4da254>	10698.ttl	Ensemble intercontemporain	2010-11-27T20:00	Similarité :1.0
<http://data.doremus.org/performance/ac5b81bb-f334-369b-a966-4c60aba3f347>	0240344.ttl	Ensemble intercontemporain	2018-03-29T21:48	
				
<http://data.doremus.org/performance/55854687-72ef-32db-b8e8-f226bb4da254>	10698.ttl	Ensemble intercontemporain	2010-11-27T20:00	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/199a694b-a23a-34e1-a458-00a43c5d09fa>	10692.ttl	Ensemble intercontemporain	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/ac5b81bb-f334-369b-a966-4c60aba3f347>	0240344.ttl	Ensemble intercontemporain	2018-03-29T21:48	
				
<http://data.doremus.org/performance/199a694b-a23a-34e1-a458-00a43c5d09fa>	10692.ttl	Ensemble intercontemporain	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/44e4ef8e-ac41-3025-b160-975e0c87740d>	10106.ttl	Ensemble intercontemporain	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/ac5b81bb-f334-369b-a966-4c60aba3f347>	0240344.ttl	Ensemble intercontemporain	2018-03-29T21:48	
				
<http://data.doremus.org/performance/44e4ef8e-ac41-3025-b160-975e0c87740d>	10106.ttl	Ensemble intercontemporain	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/b296abf5-e4c5-335d-bae9-306565043577>	6449.ttl	Simón Bolívar Youth Orchestra Venezuela	2009-10-23T20:00	Similarité :1.0
<http://data.doremus.org/performance/050ec49c-7a00-3a2b-8c25-29115589fb04>	0924969.ttl	Simón Bolívar Youth Orchestra Venezuela	2018-03-29T21:48	
				
<http://data.doremus.org/performance/c8e5543b-0904-361c-ae37-3d40f12579aa>	10749.ttl	Ensemble intercontemporain	2011-02-11T20:00	Similarité :1.0
<http://data.doremus.org/performance/ac5b81bb-f334-369b-a966-4c60aba3f347>	0240344.ttl	Ensemble intercontemporain	2018-03-29T21:48	
				
<http://data.doremus.org/performance/c8e5543b-0904-361c-ae37-3d40f12579aa>	10749.ttl	Ensemble intercontemporain	2011-02-11T20:00	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/45451f94-f822-3e30-abdd-742ebfd7d954>	10076.ttl	Domaine privé John Adams : Asko/Schönberg Ensemble	2010-03-27T20:00	Similarité :1.0
<http://data.doremus.org/performance/7e9b0dd5-6500-30e9-8ecc-73bcacad9877>	0935580.ttl	Domaine privé John Adams. Asko / Schönberg Ensemble	2018-03-29T21:50	
				
<http://data.doremus.org/performance/438f63b8-8928-3c76-8220-98e7ca25d45c>	10104.ttl	Orchestre Philharmonique de Radio France	2010-02-05T20:00	Similarité :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>	0956005.ttl	Orchestre Philharmonique de Radio France	2011-01-07T20:00	
				
<http://data.doremus.org/performance/da022714-9d72-3429-b245-648bd18991a8>	5434.ttl	Ensemble intercontemporain	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/ac5b81bb-f334-369b-a966-4c60aba3f347>	0240344.ttl	Ensemble intercontemporain	2018-03-29T21:48	
				
<http://data.doremus.org/performance/da022714-9d72-3429-b245-648bd18991a8>	5434.ttl	Ensemble intercontemporain	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/b754dfc4-50c0-34a0-92c3-e27fe47602ac>	6485.ttl	Orchestre Philharmonique de Radio France	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>	0956005.ttl	Orchestre Philharmonique de Radio France	2011-01-07T20:00	
				
<http://data.doremus.org/performance/eca42ee8-898f-3672-bc82-19db989204c0>	5342.ttl	Orchestre Philharmonique de Radio France	2008-09-20T20:00	Similarité :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>	0956005.ttl	Orchestre Philharmonique de Radio France	2011-01-07T20:00	
				
<http://data.doremus.org/performance/8de57696-8a5d-38fb-a5ba-b615929facda>	6443.ttl	 Brahms, musique de chambre I	2009-10-17T16:00	Similarité :1.0
<http://data.doremus.org/performance/e735f6e3-1b1c-3f8e-af66-80eca101781c>	0924579.ttl	Brahms, musique de chambre I	2018-03-29T21:46	
				
<http://data.doremus.org/performance/26e20d27-76f1-35d1-ae69-a5734794ec77>	10019.ttl	Ensemble intercontemporain	2009-09-30T20:00	Similarité :1.0
<http://data.doremus.org/performance/ac5b81bb-f334-369b-a966-4c60aba3f347>	0240344.ttl	Ensemble intercontemporain	2018-03-29T21:48	
				
<http://data.doremus.org/performance/26e20d27-76f1-35d1-ae69-a5734794ec77>	10019.ttl	Ensemble intercontemporain	2009-09-30T20:00	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/652c4e80-0199-3562-83cb-a718150333d1>	5426.ttl	Chamber Orchestra of Europe	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/eae12303-fb63-3a1a-bf55-6d9cc8aed1de>	0240336.ttl	Chamber orchestra of Europe	2018-03-29T21:50	
				
<http://data.doremus.org/performance/652c4e80-0199-3562-83cb-a718150333d1>	5426.ttl	Chamber Orchestra of Europe	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/d9ea7639-de11-3fbd-a5e0-0487595c5cff>	0241240.ttl	Chamber orchestra of Europe	2018-03-29T21:47	
				
<http://data.doremus.org/performance/652c4e80-0199-3562-83cb-a718150333d1>	5426.ttl	Chamber Orchestra of Europe	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/79332ad1-10e5-3d83-9da3-f34a0e5bc935>	0241078.ttl	Chamber orchestra of Europe	2018-03-29T21:46	
				
<http://data.doremus.org/performance/0234a924-c345-30a2-9251-91baab3ca8e1>	11111.ttl	West-Eastern Divan Orchestra - Daniel Barenboim	2011-05-21T20:00	Similarité :1.0
<http://data.doremus.org/performance/d0b6e112-6a28-3513-ae85-0c8f86a0d9ed>	0967748.ttl	West-Eastern Divan Orchestra, Daniel Barenboim	2018-03-29T21:50	
				
<http://data.doremus.org/performance/fa484503-ee56-3c56-923d-1cdd298e8227>	5473.ttl	La Querelle des Bouffons	2009-05-14T20:00	Similarité :1.0
<http://data.doremus.org/performance/13dd9e28-a1cb-362d-8f35-a6ee011098ff>	0942599.ttl	La querelle des Bouffons	2018-03-29T21:46	
				
<http://data.doremus.org/performance/501c6e88-267f-32fa-9c8f-6596a41e3daf>	5466.ttl	Chamber Orchestra of Europe	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/eae12303-fb63-3a1a-bf55-6d9cc8aed1de>	0240336.ttl	Chamber orchestra of Europe	2018-03-29T21:50	
				
<http://data.doremus.org/performance/501c6e88-267f-32fa-9c8f-6596a41e3daf>	5466.ttl	Chamber Orchestra of Europe	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/d9ea7639-de11-3fbd-a5e0-0487595c5cff>	0241240.ttl	Chamber orchestra of Europe	2018-03-29T21:47	
				
<http://data.doremus.org/performance/501c6e88-267f-32fa-9c8f-6596a41e3daf>	5466.ttl	Chamber Orchestra of Europe	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/79332ad1-10e5-3d83-9da3-f34a0e5bc935>	0241078.ttl	Chamber orchestra of Europe	2018-03-29T21:46	
				
<http://data.doremus.org/performance/73c81c07-5f16-3f3b-b180-98fa16c16894>	6516.ttl	Anniversaire Christoph Eschenbach	2010-02-20T20:00	Similarité :1.0
<http://data.doremus.org/performance/a615abfc-2d95-3f60-a989-f6a95871b933>	0935344.ttl	Anniversaire Christoph Eschenbach	2018-03-29T21:50	
				
<http://data.doremus.org/performance/f4b88c51-b521-3ae9-9117-9f8e336f515e>	10136.ttl	Ensemble intercontemporain	2010-06-11T20:00	Similarité :1.0
<http://data.doremus.org/performance/ac5b81bb-f334-369b-a966-4c60aba3f347>	0240344.ttl	Ensemble intercontemporain	2018-03-29T21:48	
				
<http://data.doremus.org/performance/f4b88c51-b521-3ae9-9117-9f8e336f515e>	10136.ttl	Ensemble intercontemporain	2010-06-11T20:00	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/6a27b3e7-7bc3-3911-96ea-68065a6d590a>	6501.ttl	London Symphony Orchestra	2010-01-31T16:00	Similarité :1.0
<http://data.doremus.org/performance/3d25a05c-b9be-3da5-b6bf-72db19b529e9>	0960360.ttl	London Symphony Orchestra	2011-03-28T20:00	
				
<http://data.doremus.org/performance/4455198f-4bc3-3b47-aa38-59b877632cc9>	10135.ttl	Chamber Orchestra of Europe	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/eae12303-fb63-3a1a-bf55-6d9cc8aed1de>	0240336.ttl	Chamber orchestra of Europe	2018-03-29T21:50	
				
<http://data.doremus.org/performance/4455198f-4bc3-3b47-aa38-59b877632cc9>	10135.ttl	Chamber Orchestra of Europe	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/d9ea7639-de11-3fbd-a5e0-0487595c5cff>	0241240.ttl	Chamber orchestra of Europe	2018-03-29T21:47	
				
<http://data.doremus.org/performance/4455198f-4bc3-3b47-aa38-59b877632cc9>	10135.ttl	Chamber Orchestra of Europe	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/79332ad1-10e5-3d83-9da3-f34a0e5bc935>	0241078.ttl	Chamber orchestra of Europe	2018-03-29T21:46	
				
<http://data.doremus.org/performance/39d3ccd3-d1de-30e1-bf3d-b780a2432b5a>	10905.ttl	Orchestre du Théâtre Mariinsky - Valery Gergiev	2010-12-11T20:00	Similarité :1.0
<http://data.doremus.org/performance/de3300f6-e5f2-3371-812c-ed56de326b1d>	1014019.ttl	Orchestre du Théâtre Mariinsky, Valery Gergiev	2014-02-17T20:00	
				
<http://data.doremus.org/performance/82d006bd-2ad4-3c13-ad4c-14ae8958e5c6>	10709.ttl	Orchestre Philharmonique de Radio France - Eliahu Inbal - Marc Coppey	2010-09-17T20:00	Similarité :1.0
<http://data.doremus.org/performance/1e395b0d-d6f4-3920-a59a-47ff4a3c4171>	0995446.ttl	Orchestre Philharmonique de Radio France, Eliahu Inbal, Marc Coppey	2012-12-14T20:00	
				
<http://data.doremus.org/performance/92d8788e-712d-3f69-bdf2-b8b1e815dc6b>	10406.ttl	Christophe	2010-03-16T20:00	Similarité :1.0
<http://data.doremus.org/performance/ea5a3988-0a53-3c73-afcb-e02fa498d833>	0936151.ttl	Christophe	2018-03-29T21:47	
				
<http://data.doremus.org/performance/290972f5-faa6-3dde-af23-44cd77ab519d>	5476.ttl	Orchestre Philharmonique de Radio France	2009-05-31T16:30	Similarité :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>	0956005.ttl	Orchestre Philharmonique de Radio France	2011-01-07T20:00	
				
<http://data.doremus.org/performance/0664c3eb-318c-3f20-9c10-834d07e9c39f>	10962.ttl	Chamber Orchestra of Europe - Bernard Haitink	2011-01-19T20:00	Similarité :1.0
<http://data.doremus.org/performance/3e9f2093-0d70-3066-94f6-9a4d7d46f60c>	0955975.ttl	Chamber Orchestra of Europe. Bernard Haitink	2011-01-18T20:00	
				
<http://data.doremus.org/performance/0664c3eb-318c-3f20-9c10-834d07e9c39f>	10962.ttl	Chamber Orchestra of Europe - Bernard Haitink	2011-01-19T20:00	Similarité :1.0
<http://data.doremus.org/performance/aa487f98-a1a4-372c-99c2-5656fbf55bd1>	0955976.ttl	Chamber Orchestra of Europe. Bernard Haitink	2018-03-29T21:47	
				
<http://data.doremus.org/performance/5f74761a-ddf5-3db4-b9fa-241acc930b3c>	10169.ttl	Les Dissonances, David Grimal	2010-05-18T20:00	Similarité :1.0
<http://data.doremus.org/performance/7966c253-0cd2-39a7-bd27-21a34e5a75fa>	1062228.ttl	Les Dissonances, David Grimal	2017-01-30T20:30	
				
<http://data.doremus.org/performance/5f74761a-ddf5-3db4-b9fa-241acc930b3c>	10169.ttl	Les Dissonances, David Grimal	2010-05-18T20:00	Similarité :1.0
<http://data.doremus.org/performance/4280cb11-94bb-3fd2-827c-4adcff8d8fd7>	1023315.ttl	Les Dissonances, David Grimal	2014-10-21T20:00	
				
<http://data.doremus.org/performance/5f74761a-ddf5-3db4-b9fa-241acc930b3c>	10169.ttl	Les Dissonances, David Grimal	2010-05-18T20:00	Similarité :1.0
<http://data.doremus.org/performance/850618f8-2702-33f6-a43a-5c85c4c29c65>	1033088.ttl	Les Dissonances. David Grimal	2015-04-01T20:30	
				
<http://data.doremus.org/performance/5f74761a-ddf5-3db4-b9fa-241acc930b3c>	10169.ttl	Les Dissonances, David Grimal	2010-05-18T20:00	Similarité :1.0
<http://data.doremus.org/performance/1386ad04-a768-3b93-af13-980357c76121>	1040876.ttl	Les Dissonances : David Grimal	2015-10-06T20:30	
				
<http://data.doremus.org/performance/5f74761a-ddf5-3db4-b9fa-241acc930b3c>	10169.ttl	Les Dissonances, David Grimal	2010-05-18T20:00	Similarité :1.0
<http://data.doremus.org/performance/8ae7da6a-8728-39ac-bf83-13e2157c200c>	1030927.ttl	Les Dissonances, David Grimal	2015-02-09T20:30	
				
<http://data.doremus.org/performance/bc1044cf-7007-35f5-bc72-233e2e0a95d6>	5453.ttl	Ensemble intercontemporain	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/ac5b81bb-f334-369b-a966-4c60aba3f347>	0240344.ttl	Ensemble intercontemporain	2018-03-29T21:48	
				
<http://data.doremus.org/performance/bc1044cf-7007-35f5-bc72-233e2e0a95d6>	5453.ttl	Ensemble intercontemporain	2018-03-22T17:08	Similarité :1.0
<http://data.doremus.org/performance/c51b7528-4f37-367e-8f9d-5b8a3a7bd7b1>	0241449.ttl	Ensemble intercontemporain	2015-06-28T16:30	
				
<http://data.doremus.org/performance/96323487-ade9-3862-96f5-c2cbc2769997>	6454.ttl	Orchestre Philharmonique de Radio France	2009-11-06T20:00	Similarité :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>	0956005.ttl	Orchestre Philharmonique de Radio France	2011-01-07T20:00	
				
<http://data.doremus.org/performance/fc03823c-8a81-3291-b382-3b2336ff85f3>	5454.ttl	Orchestre Philharmonique de Radio France	2009-03-26T20:00	Similarité :1.0
<http://data.doremus.org/performance/15198688-34bd-373e-b4e0-7a359bba4e9b>	0956005.ttl	Orchestre Philharmonique de Radio France	2011-01-07T20:00	
				
<http://data.doremus.org/performance/1bd5aead-f884-393c-9c40-d997bb92d234>	6429.ttl	London Symphony Orchestra	2009-09-27T16:00	Similarité :1.0
<http://data.doremus.org/performance/3d25a05c-b9be-3da5-b6bf-72db19b529e9>	0960360.ttl	London Symphony Orchestra	2011-03-28T20:00	
				
<http://data.doremus.org/performance/fbd373a8-72cf-3e45-885e-4f1b8f200240>	11799.ttl	Orchestre Divertimento 	2011-02-13T16:30	Similarité :1.0
