6577.ttl	couronnementpoppeemonteverdi $date:2010-05-30T16:00	Le Couronnement de Poppée de Monteverdi
10171.ttl	milesfromindia $date:2009-11-02T20:00	Miles from India
10809.ttl	musiciensguerre $date:2011-04-10T16:30	Deux musiciens dans la guerre
10734.ttl	quatuorborodine $date:2011-01-08T20:00	Quatuor Borodine
6538.ttl	orchestreparis $date:2010-05-19T20:00	Orchestre de Paris
6487.ttl	budapestfestivalorchestra $date:2018-03-22T17:08	Budapest Festival Orchestra
10716.ttl	orchestrepariskazukiyamadajeanfredericneuburger $date:2010-10-07T20:00	Orchestre de Paris - Kazuki Yamada - Jean-Frédéric Neuburger
5997.ttl	biennaleartvocal $date:2009-05-31T15:00	Biennale d'Art Vocal
10413.ttl	vanessawagner $date:2010-03-14T17:30	Vanessa Wagner
5348.ttl	francescotristanomurcof $date:2018-03-22T17:08	Francesco Tristano / Murcof
6687.ttl	orchestrecolonne $date:2009-11-08T10:45	Orchestre Colonne
10753.ttl	ensembleintercontemporain $date:2011-02-25T20:00	Ensemble intercontemporain
12150.ttl	sophieforte $date:2011-06-21T17:00	Sophie Forte
5472.ttl	procesmonteverdi $date:2018-03-22T17:08	Le Procès de Monteverdi
10976.ttl	creationconcertspirituelherveniquet $date:2011-02-11T20:00	La Création - Le Concert Spirituel - Hervé Niquet
10762.ttl	skipsempepierrehantai $date:2011-03-25T20:00	Skip Sempé, Pierre Hantaï
6466.ttl	christiantetzlaff $date:2009-11-24T20:00	Christian Tetzlaff
11858.ttl	orchestreparispreludeconcert $date:2018-03-22T17:08	Orchestre de Paris - Prélude au concert
10080.ttl	ensembleintercontemporain $date:2010-04-15T20:00	Ensemble intercontemporain
10116.ttl	divangoethe $date:2010-02-02T20:00	Le Divan de Goethe
6450.ttl	simonbolivaryouthorchestravenezuela $date:2009-10-24T20:00	Simón Bolívar Youth Orchestra Venezuela
6459.ttl	kingarthurpurcell $date:2010-01-23T20:00	King Arthur de Purcell
5714.ttl	petiterenarderusee $date:2009-03-08T11:00	La petite renarde rusée
12135.ttl	gettoffmeshellndegeocellojoueprince $date:2011-09-03T20:00	Gett Off : Meshell Ndegeocello joue Prince
10950.ttl	orchestrephilharmoniqueradiofrancebedfordradulovicthomasgubischbegleylemalu $date:2011-04-01T20:00	Orchestre Philharmonique de Radio France - Bedford - Radulovic - Thomas - Gubisch - Begley - Lemalu
10970.ttl	losangelesphilharmonicgustavodudamelkelleyo'connor $date:2011-01-30T20:00	Los Angeles Philharmonic - Gustavo Dudamel - Kelley O'Connor
5372.ttl	gainsbourgmaniajaponaise $date:2008-10-24T20:00	La \"Gainsbourgmania\" japonaise
6689.ttl	orchestrenationaliledefrance $date:2018-03-22T17:08	Orchestre National d'Île-de-France
10130.ttl	chamberorchestraofeurope $date:2010-04-17T20:00	Chamber Orchestra of Europe
6500.ttl	londonsymphonyorchestra $date:2010-01-30T20:30	London Symphony Orchestra
10090.ttl	quatuormosaiques $date:2010-01-16T11:00	Quatuor Mosaïques
5422.ttl	englishbaroquesoloists $date:2009-01-10T17:30	English Baroque Soloists
12095.ttl	archiesheppphatjamfeatnapoleonmaddox $date:2018-03-22T17:09	Archie Shepp \"Phat Jam\" feat. Napoleon Maddox
6537.ttl	orchestreparis $date:2010-05-07T20:00	Orchestre de Paris
10722.ttl	ericsagequatuorebenedaishinkashimotoliseberthaudfrancoissalque $date:2010-10-16T20:00	Eric Le Sage - Quatuor Ebène - Daishin Kashimoto - Lise Berthaud - François Salque
6519.ttl	orchestrephilharmoniqueradiofrance $date:2010-02-23T20:00	Orchestre Philharmonique de Radio France
10963.ttl	concertnationsjordisavall $date:2011-01-15T20:00	Le Concert des Nations - Jordi Savall
10176.ttl	airjarviscocker $date:2018-03-22T17:08	AIR ET JARVIS COCKER
6435.ttl	theodorahaendel $date:2009-10-05T20:00	Theodora de Haendel
10765.ttl	langlang $date:2011-03-31T20:00	Lang Lang
11219.ttl	forumballetsrusses $date:2010-10-02T15:00	Forum : Les Ballets russes
5391.ttl	solistesensembleintercontemporain $date:2008-11-06T20:00	Solistes de l'Ensemble intercontemporain
6503.ttl	newyorkphilharmonic $date:2010-02-02T20:00	New York Philharmonic
10098.ttl	ensembleintercontemporainconservatoireparis $date:2010-01-23T20:00	Ensemble intercontemporain - Conservatoire de Paris
11109.ttl	orchestreparisswinglennyphilippeaiche $date:2011-05-11T15:00	Orchestre de Paris - Swing Lenny - Philippe Aïche
10774.ttl	ludwigvanbeethovensymphoniesn°13 $date:2011-04-16T20:00	Ludwig van Beethoven, symphonies n°1 et 3
11570.ttl	thephiladelphiaorchestracharlesdutoitjeanyvesthibaudet $date:2011-09-09T20:00	The Philadelphia Orchestra - Charles Dutoit - Jean-Yves Thibaudet
11086.ttl	newyorkphilharmonicalangilbert $date:2010-11-02T20:00	New York Philharmonic - Alan Gilbert
10681.ttl	deutscheradiophilharmoniesaarbruckenkaiserslautern $date:2010-10-13T20:00	Deutsche Radio Philharmonie Saarbrücken-Kaiserslautern
5751.ttl	europeanchambermusicacademy $date:2018-03-22T17:08	European Chamber Music Academy
10829.ttl	lamentomorteparadiso $date:2011-02-12T20:00	Lamento, morte e paradiso
11859.ttl	orchestreparispreludeconcert $date:2011-04-06T18:00	Orchestre de Paris - Prélude au concert
10778.ttl	sceneouverte $date:2011-04-28T20:00	Scène ouverte
11798.ttl	orchestreparispreludeconcert $date:2011-02-02T18:00	Orchestre de Paris - Prélude au concert
6546.ttl	orchestrenationaliledefrance $date:2010-04-04T16:00	Orchestre National d'Île-de-France
10873.ttl	orchestrepasdeloup $date:2018-03-22T17:08	Orchestre Pasdeloup
11082.ttl	cocoonplaysnickdrakestvincent $date:2018-03-22T17:08	Cocoon plays Nick Drake / St Vincent
10917.ttl	ceciliabartoliscenesairsoperashaendel $date:2018-03-22T17:08	Cecilia Bartoli - Scènes et airs d'opéras de Haendel
10799.ttl	dialoguesexiles $date:2010-11-14T16:30	Dialogues d'exilés
10992.ttl	orchestrenationaliledefranceyoelleviannavinnitskaya $date:2018-03-22T17:08	Orchestre National d'Île-de-France - Yoel Levi - Anna Vinnitskaya
6531.ttl	orchestrephilharmoniqueradiofrance $date:2010-06-18T20:00	Orchestre Philharmonique de Radio France
5389.ttl	ceremonieaztequeglyphes $date:2018-03-22T17:08	Cérémonie aztèque des glyphes
11349.ttl	carteblanchejeunessolistesconservatoireparis $date:2011-06-18T15:00	Carte blanche aux jeunes solistes du Conservatoire de Paris 
10376.ttl	carteblanchejeunessolistesconservatoireparis $date:2010-06-11T20:00	Carte blanche aux jeunes solistes du Conservatoire de Paris
6635.ttl	orchestrephilharmoniqueradiofrance $date:2010-03-19T20:00	Orchestre Philharmonique de Radio France
11084.ttl	rompesaraguey $date:2011-06-25T16:30	Rompesaraguey
6447.ttl	artsflorissantsfetent30ans $date:2009-10-20T20:00	Les Arts Florissants fêtent leurs 30 ans
11989.ttl	thedo $date:2011-07-01T21:00	The DØ
6446.ttl	ensembleintercontemporain $date:2009-10-17T20:00	Ensemble intercontemporain
10027.ttl	ensembleintercontemporain $date:2009-10-23T20:00	Ensemble intercontemporain
10780.ttl	cineconcertmetropolis $date:2018-03-22T17:09	Ciné-concert Metropolis
10163.ttl	woodstock40ans $date:2009-12-05T20:00	Woodstock 40 ans
5401.ttl	chamberorchestraofeurope $date:2008-11-20T20:00	Chamber Orchestra of Europe
5535.ttl	versuscarlcraigsiecles $date:2008-10-18T21:00	Versus: Carl Craig / Les Siècles
5353.ttl	elementssaisons $date:2008-10-07T20:00	Quatre éléments / Quatre saisons
5437.ttl	journeeeriksatie $date:2009-02-08T17:00	Journée Erik Satie V
10044.ttl	orchestreconservatoireparis $date:2009-11-17T20:00	Orchestre du Conservatoire de Paris
10068.ttl	kindofporgy&besselectricmiles $date:2009-12-18T20:00	Kind of Porgy & Bess / Electric Miles
11388.ttl	fetemusiqueenfants $date:2010-06-21T18:00	Fête de la musique pour les enfants
6473.ttl	sieclesjosephhaydn $date:2018-03-22T17:08	Les Siècles - Joseph Haydn
10930.ttl	orchestrephilharmoniqueradiofrancepeteroundjianalexandretharaud $date:2011-05-20T20:00	Orchestre Philharmonique de Radio France - Peter Oundjian - Alexandre Tharaud
5326.ttl	concertokoln $date:2009-03-03T20:00	Concerto Köln
10757.ttl	brusselsphilharmonicmicheltabachnik $date:2018-03-22T17:08	Brussels Philharmonic - Michel Tabachnik
11337.ttl	orchestrelaureatsconservatoireparis $date:2011-02-12T20:00	Orchestre des Lauréats du Conservatoire de Paris
10381.ttl	ensembleorchestralparisaccentus $date:2010-05-25T20:00	Ensemble Orchestral de Paris, Accentus
6513.ttl	danielbarenboim $date:2010-02-16T20:00	Daniel Barenboim
12110.ttl	pierrebaux&vincentcourtois $date:2011-09-10T20:00	Pierre Baux & Vincent Courtois
10768.ttl	naisoperapaix $date:2011-04-06T20:00	Naïs, opéra pour la paix
10889.ttl	orchestrephilharmoniqueradiofrancemyungwhunchungleonidaskavakos $date:2011-06-24T20:00	Orchestre Philharmonique de Radio France - Myung-Whun Chung - Leonidas Kavakos
10421.ttl	ednastern $date:2010-03-13T15:00	Edna Stern
11100.ttl	orchestreparisomermeirwellberdanielbarenboim $date:2011-03-01T20:00	Orchestre de Paris - Omer Meir Wellber - Daniel Barenboim
10733.ttl	dissonances $date:2011-01-07T20:00	Les Dissonances
6442.ttl	orchestrephilharmoniqueradiofrance $date:2009-10-16T20:00	Orchestre Philharmonique de Radio France
5388.ttl	musiquesdansesprehispaniquesculturesaztequeyaqui $date:2008-12-13T20:00	Musiques et danses préhispaniques des cultures aztèque et yaqui
11827.ttl	orchestresymphoniquecrrparis $date:2018-03-22T17:08	Orchestre symphonique du CRR de Paris
11339.ttl	carteblanchejeunessolistesconservatoire $date:2011-03-26T20:00	Carte blanche aux jeunes solistes du Conservatoire
5350.ttl	ensembleintercontemporain $date:2018-03-22T17:08	Ensemble intercontemporain
10921.ttl	orquestaaragonchachachacharanga $date:2010-12-23T20:00	Orquesta Aragón : Cha-cha-cha, Charanga ...
11407.ttl	orientariasrimatawil $date:2018-03-22T17:08	Orientarias - Rima Tawil
5757.ttl	carteblanchejeunessolistes $date:2018-03-22T17:08	Carte blanche aux jeunes solistes
6543.ttl	orchestreparis $date:2010-06-16T20:00	Orchestre de Paris
11286.ttl	chuchovaldes&archiesheppafrocubanproject $date:2010-09-07T20:00	Chucho Valdés & Archie Shepp \"Afro-Cuban Project\"
11016.ttl	londonsymphonyorchestravalerygergiev $date:2011-03-28T20:00	London Symphony Orchestra - Valery Gergiev
10052.ttl	asiecentralemusiquescoursroyales $date:2018-03-22T17:08	Asie centrale - Musiques des cours royales
11074.ttl	orchestreparisjourneeportesouvertes $date:2010-09-19T15:00	Orchestre de Paris - Journée portes ouvertes
12098.ttl	aldoromanotributetodoncherry $date:2011-09-04T16:30	Aldo Romano \"Tribute to Don Cherry\"
5750.ttl	avantscenes $date:2018-03-22T17:08	Avant-Scènes
11015.ttl	londonsymphonyorchestra&chorusvalerygergievannalarsson $date:2011-03-27T16:00	London Symphony Orchestra & Chorus - Valery Gergiev - Anna Larsson
5452.ttl	grandenouba $date:2009-03-22T15:00	La grande nouba
10418.ttl	pierregoy $date:2010-03-09T19:00	Pierre Goy
11076.ttl	juliancasablancas $date:2010-07-06T20:00	Julian Casablancas
11173.ttl	mythesconteslegendesmusiquefrancaise $date:2011-03-25T15:00	Mythes, contes et légendes de la musique française
11059.ttl	orchestreparis $date:2010-06-03T10:30	Orchestre de Paris 
11102.ttl	annulationcancellationmessieklangverwaltungmunichenochzuguttenberg $date:2011-03-08T20:00	ANNULATION / CANCELLATION - Le Messie - KlangVerwaltung de Munich - Enoch zu Guttenberg
6708.ttl	musiquechambrerusseiii $date:2010-03-28T16:00	Musique de chambre russe III
10462.ttl	abramaderna $date:2010-01-23T11:00	Abramaderna !
11338.ttl	carteblanchejeunessolistesconservatoireparis $date:2018-03-22T17:08	Carte blanche aux jeunes solistes du Conservatoire de Paris 
10059.ttl	solistesensembleintercontemporain $date:2009-12-05T16:30	Solistes de l'Ensemble intercontemporain
6765.ttl	johnmclaughlinandthe4thdimension $date:2010-05-15T20:00	John McLaughlin and the 4th Dimension
10018.ttl	ensemblevocalsequenza93 $date:2018-03-22T17:08	Ensemble vocal Sequenza 9.3
10906.ttl	orchestretheatremariinskyvalerygergiev $date:2010-12-12T16:00	Orchestre du Théâtre Mariinsky - Valery Gergiev
10954.ttl	oud+electrosmadjmehdihaddabnatachaatlas $date:2018-03-22T17:08	Oud + Electro : Smadj - Mehdi Haddab - Natacha Atlas
10547.ttl	hankjonessolo $date:2009-09-11T20:00	Hank Jones Solo
6651.ttl	joshuabell $date:2010-05-10T20:00	Joshua Bell
5996.ttl	maitriseparis $date:2009-06-06T19:00	Maîtrise de Paris
6492.ttl	orchestreparis $date:2010-01-20T20:00	Orchestre de Paris
10617.ttl	poesieb $date:2009-09-08T22:00	La Poésie B.
10732.ttl	poemeheros $date:2011-01-05T20:00	Poème sans héros
10725.ttl	orquestragulbenkianjoanacarneiroabdelrahmanelbacha $date:2010-10-18T20:00	Orquestra Gulbenkian - Joana Carneiro - Abdel Rahman El Bacha
6670.ttl	polliniperspectives $date:2010-06-22T20:00	Pollini Perspectives
6563.ttl	musicienslouvregrenoblemarcminkowski $date:2010-04-03T20:00	Les Musiciens du Louvre - Grenoble - Marc Minkowski
10185.ttl	bollywoodflashbackindenord $date:2010-06-25T20:00	Bollywood Flashback (Inde du Nord)
11112.ttl	wyntonmarsalisquintet&richardgalliano $date:2018-03-22T17:09	Wynton Marsalis Quintet & Richard Galliano
5396.ttl	amsterdambaroqueorchestra $date:2008-11-09T16:30	Amsterdam Baroque Orchestra
5349.ttl	solistesensembleintercontemporain $date:2009-04-04T15:00	Solistes Ensemble intercontemporain
6649.ttl	carlableythelostchordsfindpaolofresu $date:2010-04-25T20:00	Carla Bley \"The Lost Chords find Paolo Fresu\"
6453.ttl	orchestrechampselysees $date:2009-11-03T20:00	Orchestre des Champs-Elysées
11020.ttl	risingstarsapollonmusagetequartet $date:2011-01-13T20:00	Rising Stars : Apollon Musagete Quartet
11311.ttl	napoleonmaddoxariotcallednina $date:2018-03-22T17:08	Napoleon Maddox \"A Riot Called Nina\"
10931.ttl	sylvainluc&friends $date:2011-05-14T20:00	Sylvain Luc & friends
6505.ttl	staatskapelleberlindanielbarenboim $date:2010-02-05T20:00	Staatskapelle Berlin - Daniel Barenboim
10102.ttl	parisistanbul $date:2010-02-03T20:00	Paris- Istanbul
10202.ttl	nocesfigaro $date:2010-03-10T19:00	Les Noces de Figaro 
10557.ttl	danieldarc $date:2009-09-08T20:00	Daniel Darc
10948.ttl	balletroyalcambodge $date:2010-10-10T16:00	Ballet royal du Cambodge
11284.ttl	tonguesfiretributetotheblackpanthers $date:2010-09-12T20:00	\"Tongues on Fire, A Tribute to the Black Panthers\" 
6436.ttl	orchestrenationallille $date:2018-03-22T17:08	Orchestre National de Lille
6424.ttl	chicagosymphonyorchestra $date:2009-09-20T16:00	Chicago Symphony Orchestra
5423.ttl	nathaliestutzmann $date:2009-01-13T20:00	Nathalie Stutzmann
6455.ttl	concoursrostropovitch $date:2009-11-08T16:00	Concours Rostropovitch
10989.ttl	robertoalagnalanglang $date:2018-03-22T17:08	Roberto Alagna - Lang Lang
6565.ttl	orchestrecolonne $date:2018-03-22T17:08	Orchestre Colonne
11920.ttl	keithjarrettgarypeacockjackdejohnette $date:2011-07-12T20:00	Keith Jarrett - Gary Peacock - Jack DeJohnette 
11285.ttl	robertglaspertrio&bilal $date:2010-09-12T17:00	Robert Glasper Trio & Bilal
11113.ttl	johncalejoueparis1919 $date:2010-09-05T20:00	John Cale joue \"Paris 1919\" 
6139.ttl	indejour $date:2008-09-28T07:30	L'Inde : le jour
11026.ttl	orchestreparis $date:2010-05-19T18:00	Orchestre de Paris 
6550.ttl	deutschessymphonieorchesterberliningometzmacherleonidaskavakos $date:2010-03-15T20:00	Deutsches Symphonie-Orchester Berlin - Ingo Metzmacher - Leonidas Kavakos
10168.ttl	dissonancesdavidgrimal $date:2010-03-09T20:00	Les Dissonances, David Grimal
10707.ttl	orchestrephilharmoniqueradiofrancefrancoisxavierrothnathaliestutzmann $date:2010-09-10T20:00	Orchestre Philharmonique de Radio-France - François Xavier Roth - Nathalie Stutzmann
10028.ttl	schumannlieder $date:2009-10-25T16:30	Schumann Lieder
6650.ttl	orchestrenationaliledefrance $date:2010-05-09T11:00	Orchestre National d'Île-de-France
10123.ttl	berlinerbarocksolistenbernhardforcksandrinepiaubernardafink $date:2010-02-28T16:30	Berliner Barock Solisten - Bernhard Forck, Sandrine Piau, Bernarda Fink
10884.ttl	tchaikovskysymphonyorchestravladimirfedoseyevmariechristinebarrault $date:2010-12-05T15:00	Tchaikovsky Symphony Orchestra - Vladimir Fedoseyev - Marie-Christine Barrault
10134.ttl	djspooky $date:2010-05-11T20:00	Dj Spooky
10074.ttl	domaineprivejohnadamsorchestrephilharmoniqueradiofrance $date:2010-03-26T20:00	Domaine Privé John Adams : Orchestre Philharmonique de Radio France
11136.ttl	cafeazmari $date:2011-02-04T22:00	Café azmari
10766.ttl	jordisavallhesperionxxi $date:2011-04-01T20:00	Jordi Savall, Hespèrion XXI
11098.ttl	carteblanchejeunessolistesconservatoireparis $date:2010-06-26T15:00	Carte blanche aux jeunes solistes du Conservatoire de Paris
10833.ttl	olivierlatryjosvanimmerseel $date:2011-03-06T16:30	Olivier Latry / Jos van Immerseel
10823.ttl	cinquiemebeethoven $date:2010-12-11T11:00	La Cinquième de Beethoven
6523.ttl	laurentgarnierlive $date:2010-03-13T20:00	Laurent Garnier Live
10700.ttl	englishbaroquesoloists $date:2010-12-04T20:00	English Baroque Soloists
5328.ttl	josvanimmerseel $date:2009-03-05T20:00	Jos van Immerseel
5469.ttl	orchestrelaureatsconservatoire $date:2009-05-06T20:00	Orchestre des Lauréats du Conservatoire
11073.ttl	comus&current93 $date:2011-06-01T20:00	Comus & Current 93
10078.ttl	brusselsphilharmonicthierrymey $date:2010-04-02T20:00	Brussels Philharmonic - Thierry De Mey
5339.ttl	heureuxpeuplechante $date:2018-03-22T17:08	Heureux le peuple qui chante
6562.ttl	krystianzimerman $date:2010-03-01T20:00	Krystian Zimerman
11071.ttl	cinemonstre $date:2018-03-22T17:08	Cinémonstre
6744.ttl	maxraabe&palastorchester $date:2018-03-22T17:08	MAX RAABE & PALAST ORCHESTER
10752.ttl	cineconcertemigrantrueeor $date:2018-03-22T17:08	Ciné-concert L'Emigrant / La Ruée vers l'or
10808.ttl	solistesensembleintercontemporain $date:2011-04-03T16:30	Solistes de l'Ensemble intercontemporain
11342.ttl	carteblanchejeunessolistesconservatoireparis $date:2011-03-27T15:00	Carte blanche au jeunes solistes du Conservatoire de Paris
10092.ttl	quatuorardittiquatuorhagen $date:2018-03-22T17:08	Quatuor Arditti - Quatuor Hagen
6536.ttl	orchestreparis $date:2010-04-21T20:00	Orchestre de Paris 
6552.ttl	orchestrecolonne $date:2018-03-22T17:08	Orchestre Colonne
6420.ttl	orchestrephilharmoniqueradiofrance $date:2009-09-18T20:00	Orchestre Philharmonique de Radio France
6416.ttl	polliniperspectives $date:2009-09-08T20:00	Pollini Perspectives
10834.ttl	warholremix $date:2018-03-22T17:08	Warhol Remix
10825.ttl	forummusiquessenegaltraditionmodernite $date:2010-10-23T15:00	Forum Musiques au Sénégal, entre tradition et modernité
12109.ttl	randyweston’safricanrhythmstrio $date:2011-09-05T20:00	Randy Weston’s African Rhythms Trio
6526.ttl	orchestrephilharmoniqueradiofrance $date:2010-04-16T20:00	Orchestre Philharmonique de Radio France
6498.ttl	orchestretheatremariinskygergiev $date:2010-01-29T20:00	Orchestre du Théâtre Mariinsky / Gergiev
6471.ttl	gidonkremeryuribashmet $date:2009-12-01T20:00	Gidon Kremer - Yuri Bashmet
11289.ttl	gonzalorubalcabapianosolo $date:2010-09-11T20:00	Gonzalo Rubalcaba Piano Solo
6426.ttl	orchestreparis $date:2018-03-22T17:08	Orchestre de Paris
11867.ttl	thomasdybdahlpetervonpoehl $date:2018-03-22T17:09	Thomas Dybdahl / Peter Von Poehl
10408.ttl	abdelrahmanelbacha $date:2010-03-12T19:00	Abdel Rahman El Bacha
12192.ttl	elgeneral $date:2011-08-27T22:30	El General
10688.ttl	orchestreparis $date:2010-10-29T20:00	Orchestre de Paris
10727.ttl	orchestrerevolutionnaireromantiquegardinerzehetmairpoltera $date:2010-10-23T20:00	Orchestre Révolutionnaire et Romantique - Gardiner - Zehetmair - Poltéra
10698.ttl	ensembleintercontemporain $date:2010-11-27T20:00	Ensemble intercontemporain
6495.ttl	orchestrenationaliledefrance $date:2010-01-24T16:00	Orchestre National d'Île-de-France
10863.ttl	orchestrecolonnelaurentpetitgirard $date:2010-11-08T20:00	Orchestre Colonne - Laurent Petitgirard
5485.ttl	shakespearesongs $date:2018-03-22T17:08	Shakespeare Songs
11085.ttl	orchestrenationaliledefranceyoellevisarahpagindidiersandre $date:2010-10-19T20:00	Orchestre National d'Île-de-France - Yoel Levi - Sarah Pagin - Didier Sandre
5367.ttl	francoisfredericguybeethovenix $date:2008-10-17T20:00	François-Frédéric Guy -  Beethoven IX
5481.ttl	incoronazionedipoppea $date:2009-06-07T16:30	L'Incoronazione di Poppea
10107.ttl	tartittinariwen $date:2010-02-12T20:00	TARTIT / TINARIWEN
11116.ttl	3decadesofeinsturzendeneubauten $date:2010-11-17T20:00	3 Decades of Einstürzende Neubauten
5752.ttl	carteblanchejeunessolistes $date:2009-03-08T18:00	Carte blanche aux jeunes solistes du
5329.ttl	hommagewandalandowska $date:2018-03-22T17:08	Hommage à Wanda Landowska
6470.ttl	borisberezovsky $date:2009-11-30T20:00	Boris Berezovsky
11005.ttl	orchestreparisjosepponsborisberezovskynoragubisch $date:2018-03-22T17:08	Orchestre de Paris - Josep Pons - Boris Berezovsky - Nora Gubisch
11077.ttl	peterdoherty&specialguests $date:2010-07-07T20:00	Peter Doherty & special guests
10986.ttl	orchestreparispaavojärvigidonkremer $date:2018-03-22T17:08	Orchestre de Paris - Paavo Järvi - Gidon Kremer
11115.ttl	englishbaroquesoloists $date:2018-03-22T17:08	English Baroque Soloists
10723.ttl	ericsagequatuorebenedaishinkashimotoliseberthaudfrancoissalque $date:2010-10-17T16:00	 Eric Le Sage - Quatuor Ebène - Daishin Kashimoto - Lise Berthaud - François Salque
10556.ttl	marcducretgrandensemble $date:2009-09-06T16:00	Marc Ducret Grand Ensemble
5449.ttl	solistesensembleintercontemporain $date:2009-03-15T16:30	Solistes de l'Ensemble intercontemporain
6460.ttl	orchestracorodelteatroallascala $date:2009-11-15T20:00	Orchestra e Coro del Teatro alla Scala
10378.ttl	gliincognitiamandinebeyer $date:2010-05-19T20:00	Gli Incogniti, Amandine Beyer
5696.ttl	stephanieoustrac $date:2009-02-24T20:00	Stéphanie d'Oustrac
5471.ttl	warp20 $date:2009-05-08T21:00	Warp 20
10790.ttl	giardinoarmonico $date:2011-06-15T20:30	Il Giardino Armonico
10855.ttl	juanmarcosafrocubanallstars $date:2011-06-25T20:00	Juan de Marcos Afro-Cuban All Stars
12101.ttl	esgponihoax $date:2018-03-22T17:09	ESG / Poni Hoax
10091.ttl	quatuorcasals $date:2010-01-16T14:30	Quatuor Casals
6480.ttl	yujawang $date:2009-12-16T20:00	Yuja Wang
5480.ttl	chambrephilharmonique $date:2009-06-06T20:30	La Chambre Philharmonique
11313.ttl	tributetoroyayers $date:2010-09-11T21:00	\"Tribute to Roy Ayers\" 
10692.ttl	ensembleintercontemporain $date:2018-03-22T17:08	Ensemble intercontemporain
10715.ttl	elinagarancalatviannationalsymphonyorchestraconcertannule $date:2010-10-05T20:00	Elina Garança / Latvian National Symphony Orchestra / CONCERT ANNULE
10987.ttl	orchestrephilharmoniqueradiofranceherascasadobuchbinderoelze $date:2011-03-11T20:00	Orchestre Philharmonique de Radio France - Heras-Casado - Buchbinder - Oelze
6488.ttl	orchestrecolonne $date:2010-01-10T10:45	Orchestre Colonne
10730.ttl	mccoytynerquartet $date:2010-10-29T20:00	McCoy Tyner Quartet
11096.ttl	orchestrepariseivindgullbergjensen $date:2011-02-06T11:00	Orchestre de Paris - Eivind Gullberg Jensen
12091.ttl	bardijohannsson $date:2011-07-10T18:00	Bardi Johannsson
10747.ttl	ethiopielalibelajerusalemnoire $date:2011-02-04T20:00	Ethiopie : Lalibela, la \"Jérusalem noire\"
6490.ttl	annesofievonotter $date:2010-01-11T20:00	Anne-Sofie von Otter 
10106.ttl	ensembleintercontemporain $date:2018-03-22T17:08	Ensemble intercontemporain
6714.ttl	deedeebridgewater $date:2010-03-14T20:00	Dee Dee Bridgewater
10050.ttl	chamberorchestraofeuropejamesconlon $date:2009-11-25T20:00	Chamber Orchestra of Europe - James Conlon
10419.ttl	ronaldbrautigam $date:2018-03-22T17:08	Ronald Brautigam
5468.ttl	jeanpaulfouchecourt $date:2009-05-04T20:00	Jean-Paul Fouchécourt
6790.ttl	orchestreparis $date:2018-03-22T17:08	Orchestre de Paris
10944.ttl	orchestrenationaliledefranceyoellevi $date:2011-05-29T16:00	Orchestre National d'Île-de-France - Yoel Levi
10981.ttl	orchestrenationalfrancesirjohneliotgardinerannacaterinaantonacci $date:2011-02-12T20:00	Orchestre National de France - Sir John Eliot Gardiner - Anna Caterina Antonacci
5458.ttl	prezens $date:2009-04-17T20:00	Prezens
6484.ttl	tomatitosextet $date:2009-12-22T20:00	Tomatito Sextet
10868.ttl	swrsinfonieorchesterbadenbadenundfreiburgsylvaincambreling $date:2010-11-12T20:00	SWR Sinfonieorchester Baden-Baden und Freiburg - Sylvain Cambreling
6489.ttl	orchestrecolonne $date:2010-01-12T20:00	Orchestre Colonne
11236.ttl	emiliesimoninvite $date:2010-07-02T20:00	Emilie Simon invite...
5351.ttl	passionoperapascaldusapin $date:2009-04-11T20:00	Passion - Opéra de Pascal Dusapin
11394.ttl	fetemusiqueenfants $date:2010-06-21T17:00	Fête de la musique pour les enfants
6688.ttl	theblindboysofalabama $date:2009-11-11T20:00	The Blind Boys of Alabama
10066.ttl	orchestrelaureatsconservatoireparischoeurarsysbourgogne $date:2018-03-22T17:08	Orchestre des Lauréats du Conservatoire de Paris - Choeur Arsys Bourgogne
6475.ttl	orchestrepasdeloup $date:2009-12-05T16:00	Orchestre Pasdeloup
10424.ttl	dangthai $date:2010-03-14T15:00	Dang Thai Son
6449.ttl	simonbolivaryouthorchestravenezuela $date:2009-10-23T20:00	Simón Bolívar Youth Orchestra Venezuela
6713.ttl	conchabuikatrio $date:2009-11-13T20:00	Concha Buika trio
11293.ttl	antipopconsortium $date:2010-09-09T21:00	Anti-Pop Consortium
5357.ttl	alainplanesclaudedebussyiii $date:2008-10-12T14:30	Alain Planès - Claude Debussy III
10838.ttl	olgaandryushchenko $date:2010-10-12T20:00	Olga Andryushchenko
11007.ttl	orchestreparischristopheschenbachemanuelax $date:2011-03-23T20:00	Orchestre de Paris - Christoph Eschenbach - Emanuel Ax
10749.ttl	ensembleintercontemporain $date:2011-02-11T20:00	Ensemble intercontemporain
10988.ttl	orchestrepariseschenbachtheorinvermillionlehmandohmenjohansson $date:2011-03-31T20:00	Orchestre de Paris - Eschenbach - Theorin - Vermillion - Lehman - Dohmen - Johansson
6696.ttl	orchestrepasdeloup $date:2010-01-30T16:00	Orchestre Pasdeloup
5424.ttl	donquixote $date:2009-01-17T20:00	Don Quixote
10882.ttl	vadimrepinborisberezovsky $date:2010-12-04T20:00	Vadim Repin / Boris Berezovsky
10076.ttl	domaineprivejohnadamsaskoschonbergensemble $date:2010-03-27T20:00	Domaine privé John Adams : Asko/Schönberg Ensemble
12099.ttl	bradmehldausolo $date:2011-09-09T20:00	Brad Mehldau Solo
