15127.ttl	resistanceexil $date:2015-09-20T15:00	Résistance et Exil 
15527.ttl	hommageadolfbusch $date:2016-01-19T20:30	Hommage à Adolf Busch
15133.ttl	sheherazade $date:2018-03-22T17:09	Shéhérazade
14719.ttl	enfantsortileges $date:2018-03-22T17:09	L’Enfant et les Sortilèges
14116.ttl	fianceetsarmikhailjurowski $date:2015-05-12T19:30	La Fiancée du Tsar - Mikhaïl Jurowski
13309.ttl	marthaargerichgidonkremer $date:2013-11-24T16:00	Martha Argerich - Gidon Kremer
13300.ttl	orchestrephilharmoniqueluxembourgalexandretharaudemmanuelkrivine $date:2013-11-13T20:00	Orchestre Philharmonique du Luxembourg - Alexandre Tharaud - Emmanuel Krivine
14376.ttl	westeasterndivanorchestradanielbarenboim $date:2015-01-19T20:30	West-Eastern Divan Orchestra - Daniel Barenboim
14336.ttl	renaudcapuconkhatiabuniatishvili $date:2014-10-13T20:00	Renaud Capuçon / Khatia Buniatishvili
14059.ttl	ouvrez $date:2015-01-17T18:30	Ouvrez !!!
15241.ttl	traitresmots $date:2016-02-09T20:30	Traîtres Mots
16544.ttl	phantomoftheparadiseparty $date:2016-09-17T20:30	Phantom of the Paradise Party
14095.ttl	dissonancesdavidgrimal $date:2015-04-01T20:30	Les Dissonances - David Grimal
14567.ttl	harmarsuperstar $date:2014-09-09T20:00	Har Mar Superstar
14021.ttl	sieclesfrancoisxavierroth $date:2014-12-02T20:00	Les Siècles - François-Xavier Roth
15221.ttl	klavierstuckestockhausen $date:2016-01-31T16:30	Klavierstücke - Stockhausen 
13177.ttl	orchestrechambreparisaccentus $date:2013-11-30T20:00	Orchestre de chambre de Paris - Accentus
15144.ttl	sabinedevieilheensemblepygmalion $date:2015-12-14T20:30	Sabine Devieilhe - Ensemble Pygmalion
13514.ttl	benjaminalard $date:2014-03-14T21:00	Benjamin Alard
13251.ttl	risingstarsdionysisgrammenos $date:2014-01-08T20:00	Rising Stars : Dionysis Grammenos
16585.ttl	mahlerjordan $date:2016-11-16T20:30	Mahler / Jordan
14204.ttl	orchestrenationaliledefranceenriquemazzola $date:2015-01-27T20:30	Orchestre National d'Île-de-France - Enrique Mazzola
15272.ttl	christcroix $date:2016-03-27T16:30	Le Christ en croix
14161.ttl	nelsonfreire $date:2014-11-15T20:00	Nelson Freire
15143.ttl	orchestreparis $date:2015-12-11T20:30	Orchestre de Paris
16604.ttl	kronosquartet $date:2016-11-13T16:30	Kronos Quartet
14225.ttl	danielbarenboim $date:2015-05-18T20:30	Daniel Barenboim
17639.ttl	pixvaetheoceccaldifreaks $date:2018-03-22T17:09	Pixvae / Théo Ceccaldi \"Freaks\"
13397.ttl	royalconcertgebouworchestraamsterdammarissjansonskrystianzimerman $date:2014-03-31T20:00	Royal Concertgebouw Orchestra Amsterdam - Mariss Jansons - Krystian Zimerman 
16441.ttl	henridutilleux $date:2018-03-22T17:09	Henri Dutilleux
14025.ttl	arsnovaensembleinstrumentalphilippenahonpascalcontet $date:2014-12-13T20:00	Ars Nova ensemble instrumental - Philippe Nahon - Pascal Contet
14568.ttl	marcribotloscubanospostizosrobertofonsecasolo $date:2014-09-10T20:00	Marc Ribot Y Los Cubanos Postizos / Roberto Fonseca Solo
13579.ttl	orchestrenationaliledefranceenriquemazzolafrankbraley $date:2013-11-22T20:00	Orchestre National d'Île-de-France - Enrique Mazzola - Frank Braley
14260.ttl	orchestreparisjamesconlonarcadivolodos $date:2018-03-22T17:09	Orchestre de Paris / James Conlon / Arcadi Volodos
14099.ttl	brahms $date:2015-04-19T11:00	Brahms
13453.ttl	rafalblechacz $date:2014-06-10T20:00	Rafal Blechacz
15312.ttl	grandfinale $date:2016-06-18T20:30	Grand Finale
13390.ttl	orchestrepasdeloupchristophaltstaedttriojazztortiller $date:2014-03-22T16:00	Orchestre Pasdeloup - Christoph Altstaedt - Trio Jazz Tortiller
16584.ttl	joshuaredman&bradmehldauduo $date:2016-11-14T20:30	Joshua Redman & Brad Mehldau Duo
18195.ttl	orchestreparis $date:2016-11-03T20:30	Orchestre de Paris
13226.ttl	brusselsphilharmonicmicheltabachnikcrisparis $date:2014-03-28T20:00	Brussels Philharmonic / Michel Tabachnik / Les Cris de Paris
17723.ttl	preludeorchestreparis $date:2018-03-22T17:09	Prélude Orchestre de Paris
13501.ttl	quatuorbelcea $date:2014-01-26T14:30	Quatuor Belcea
15517.ttl	quatuorbela $date:2016-01-15T19:00	Quatuor Béla
16878.ttl	beethoven $date:2016-10-20T20:30	Beethoven 
14122.ttl	jordisavall $date:2015-06-02T20:30	Jordi Savall
13176.ttl	munchenerkammerorchester $date:2013-11-19T20:00	Münchener Kammerorchester
15176.ttl	orchestresjeunes $date:2015-10-31T20:30	Orchestres de jeunes
15543.ttl	amoursperduesamourscachees $date:2016-04-09T15:00	Amours perdues, amours cachées
15920.ttl	valentinalisitsa $date:2015-11-02T20:30	Valentina Lisitsa
16800.ttl	orchestreparis $date:2018-03-22T17:09	Orchestre de Paris
14027.ttl	kammerorchesterbaselmatthiasgoerne $date:2014-12-17T20:00	Kammerorchester Basel - Matthias Goerne
13335.ttl	orchestramozartbolognamahlerchamberorchestraclaudioabbado $date:2014-04-29T20:00	Orchestra Mozart Bologna - Mahler Chamber Orchestra -  Claudio Abbado
14466.ttl	leconmusique $date:2015-03-25T20:30	Leçon de musique
14289.ttl	orchestrephilharmoniqueradiofrancemikkofranckrudolfbuchbinder $date:2015-04-17T20:30	Orchestre Philharmonique de Radio France - Mikko Franck - Rudolf Buchbinder
14551.ttl	tresorsameriquesud $date:2015-06-14T11:00	Trésors d’Amérique du Sud
13328.ttl	orchestrephilharmoniqueradiofrancejakubhrušafrankpeterzimmermann $date:2013-12-13T20:00	Orchestre Philharmonique de Radio France - Jakub Hruša - Frank Peter Zimmermann 
13154.ttl	michelberoffhelenecouvertjuliettehurelmariejosephejude $date:2013-12-05T20:00	Michel Beroff / Hélène Couvert / Juliette Hurel / Marie Josephe Jude  
14183.ttl	orchestrephilharmoniqueradiofrance $date:2014-10-10T20:00	Orchestre Philharmonique de Radio France
13370.ttl	orchestreparisjamesgaffigangilshaham $date:2014-02-19T20:00	Orchestre de Paris - James Gaffigan - Gil Shaham
15156.ttl	chambrephilharmonique $date:2018-03-22T17:09	La Chambre Philharmonique
15243.ttl	voyageibnbatouta $date:2018-03-22T17:09	Le voyage d’Ibn Batouta
15132.ttl	etoilesenchantees $date:2018-03-22T17:09	Étoiles enchantées
15322.ttl	legendes $date:2016-06-22T20:30	Légendes
15253.ttl	orchestreparis $date:2016-03-16T20:30	Orchestre de Paris
16565.ttl	sabinedevieilhesiecles $date:2016-10-04T20:30	Sabine Devieilhe - Les Siècles
15212.ttl	pierrehenry $date:2018-03-22T17:09	Pierre Henry
15462.ttl	emile $date:2018-03-22T17:09	Émile
14658.ttl	voyagereimsgioacchinorossini $date:2015-03-14T15:30	Le Voyage à Reims - Gioacchino Rossini
14138.ttl	bernardafinkanthonyspiri $date:2018-03-22T17:09	Bernarda Fink - Anthony Spiri
14278.ttl	anniversairelorinmaazel $date:2018-03-22T17:09	Anniversaire Lorin Maazel
13465.ttl	staatskapelleberlindanielbarenboimclaudiuspoppfelixschwartz $date:2014-07-02T20:00	Staatskapelle Berlin - Daniel Barenboim - Claudius Popp - Felix Schwartz
17620.ttl	borealbee&mikeladdnosfuturs?marcburonfosseægn $date:2018-03-22T17:09	Boreal Bee & Mike Ladd (Nos Futurs?) / Marc Buronfosse ÆGN
13346.ttl	orchestrenationaliledefrancethomassondergårdjamesehnes $date:2014-01-19T16:00	Orchestre National d'Île-de-France - Thomas Søndergård - James Ehnes
13314.ttl	orchestreparisjulienmasmondet $date:2013-11-30T11:00	Orchestre de Paris - Julien Masmondet
14052.ttl	mauditeguerre $date:2014-11-10T20:00	Maudite soit la guerre
15166.ttl	gewandhausorchesterleipzig $date:2015-10-12T20:30	Gewandhausorchester Leipzig
14510.ttl	vuesaeriennes $date:2018-03-22T17:09	Vues aériennes 
15328.ttl	murrayperahia $date:2016-05-26T20:30	Murray Perahia
15151.ttl	grandsoiraperghis $date:2015-12-04T20:30	Grand soir Aperghis
14556.ttl	maceoparker $date:2014-09-04T20:00	Maceo Parker
14146.ttl	danseshongroises $date:2015-02-14T17:00	Danses hongroises
13158.ttl	mariagadu $date:2014-06-22T16:30	Maria Gadú 
14226.ttl	budapestfestivalorchestra $date:2015-05-26T20:30	Budapest Festival Orchestra
14532.ttl	staaskapelleberlin $date:2018-03-22T17:09	Staaskapelle Berlin 
13254.ttl	risingstarsleticiamuñozmoreno $date:2014-01-09T20:00	Rising Stars : Leticia Muñoz Moreno
14388.ttl	quizmusical $date:2015-03-28T11:00	Quiz musical
13474.ttl	orchestreconservatoireparis $date:2014-01-17T14:30	Orchestre du Conservatoire de Paris
14736.ttl	orchestreparispaavojärvi $date:2015-01-18T11:00	Orchestre de Paris - Paavo Järvi
15468.ttl	richardgalliano&sylvainluc $date:2015-12-19T20:30	Richard Galliano & Sylvain Luc
15135.ttl	berlinerphilharmoniker $date:2018-03-22T17:09	Berliner Philharmoniker
15307.ttl	marcelkhalifeabirnehme $date:2016-05-15T16:30	Marcel Khalifé - Abir Nehmé
15285.ttl	trumpetsummit $date:2016-04-16T20:30	Trumpet summit
13360.ttl	orchestrephilharmoniqueradiofrancevasilypetrenkosergejkrylov $date:2014-02-07T20:00	Orchestre Philharmonique de Radio France - Vasily Petrenko - Sergej Krylov 
15299.ttl	ventsnouveaux $date:2016-04-16T15:00	Vents nouveaux
13178.ttl	josephine $date:2013-12-06T20:00	Chez Joséphine
15560.ttl	grandesorgues $date:2016-02-06T15:00	Grandes Orgues
14239.ttl	hymnejoie $date:2015-06-21T16:30	Hymne à la joie
14199.ttl	helenegrimaud $date:2015-01-20T20:30	Hélène Grimaud
14092.ttl	ensembleintercontemporainmatthiaspintscher $date:2015-04-21T20:30	Ensemble intercontemporain - Matthias Pintscher
16834.ttl	urbanbrahms $date:2016-10-01T19:00	Urban Brahms
16569.ttl	laureatsconcourstchaikovski $date:2018-03-22T17:09	Lauréats du Concours Tchaïkovski
14109.ttl	jardinitalienne $date:2015-03-24T20:30	Un jardin à l'italienne
13306.ttl	artsflorissantswilliamchristie $date:2013-11-19T20:00	Les Arts Florissants - William Christie 
15262.ttl	iliadeamour $date:2016-03-15T20:30	Iliade l’amour
15271.ttl	concertnations $date:2016-03-26T16:00	Le Concert des Nations
14137.ttl	gustavmahler $date:2018-03-22T17:09	Gustav Mahler
14474.ttl	montserratcaballe $date:2015-06-06T18:00	Montserrat Caballé
16543.ttl	orchestreparis $date:2018-03-22T17:09	Orchestre de Paris
14383.ttl	danielbarenboim $date:2015-05-24T20:30	Daniel Barenboim
15941.ttl	jeuxguerrejeuxvilain $date:2016-04-13T14:30	Jeux de guerre, jeux de vilain
14117.ttl	madrigauxamoureux $date:2015-05-18T20:30	Madrigaux amoureux
13347.ttl	orquestasinfonicasimonbolivarvenezuelagustavodudamel $date:2014-01-19T20:30	Orquesta Sinfonica Simón Bolívar de Venezuela - Gustavo Dudamel 
14563.ttl	stephanebelmondoblowin'thebluesaway $date:2014-09-07T14:30	Stephane Belmondo \"Blowin' The Blues Away\"
14023.ttl	orchestreconservatoireparisguntherherbigpetralang $date:2014-12-11T20:00	Orchestre du Conservatoire de Paris - Günther Herbig - Petra Lang
13560.ttl	quatuorbela $date:2014-01-18T15:00	Quatuor Béla
14560.ttl	ericlegniniwhat'dsayfeatalicerussellsandrankake&elenapinderhugues $date:2014-09-06T21:00	Eric Legnini \"What'd I Say\" feat. Alice Russell, Sandra Nkaké & Elena Pinderhugues
15269.ttl	miraclerose $date:2016-03-23T20:30	Le Miracle de la rose
15334.ttl	nataliedessay&friends $date:2016-01-05T20:30	Natalie Dessay & Friends
15521.ttl	quatuordover $date:2018-03-22T17:09	Quatuor Dover
14153.ttl	orchestrenationaliledefranceenriquemazzolajeffmills $date:2014-12-06T20:00	Orchestre National d'Île-de-France - Enrique Mazzola - Jeff Mills
14355.ttl	percussioneclats $date:2015-01-17T11:00	La percussion dans tous ses éclats
13211.ttl	teodorcurrentzissimonekermes $date:2014-02-21T20:00	Teodor Currentzis, Simone Kermes
13354.ttl	orchestreparispaavojärvimenahempressler $date:2014-01-30T20:00	Orchestre de Paris - Paavo Järvi - Menahem Pressler
15470.ttl	damoyselles $date:2015-11-25T20:30	Aux Damoyselles
14387.ttl	premierefoisnee $date:2015-02-08T11:00	La première fois que je suis née
14333.ttl	orchestreparischristianzachariasjanlisiecki $date:2014-11-27T20:00	Orchestre de Paris - Christian Zacharias - Jan Lisiecki
13141.ttl	recital3alexandretharaud $date:2013-11-17T17:00	Récital 3 Alexandre Tharaud
14249.ttl	orchestreparisyuritemirkanovleonidaskavakos $date:2018-03-22T17:09	Orchestre de Paris / Yuri Temirkanov / Leonidas Kavakos
14150.ttl	quatuorbela $date:2015-03-31T18:00	Quatuor Béla
13221.ttl	johncoltrane $date:2014-03-28T20:00	John Coltrane
14250.ttl	chamberorchestraofeurope $date:2015-02-16T20:30	Chamber Orchestra of Europe
15231.ttl	avishaicohensymphonique $date:2016-02-26T20:30	Avishai Cohen symphonique
16952.ttl	musiciensorchestreparis $date:2016-10-16T14:30	Musiciens de l'Orchestre de Paris
14154.ttl	sunwookkim $date:2014-12-12T20:00	Sunwook Kim
13298.ttl	theclevelandorchestratheclevelandorchestrachorusfranzwelsermost $date:2013-11-11T20:00	The Cleveland Orchestra - The Cleveland Orchestra Chorus - Franz Welser-Möst
13140.ttl	recital2alexandretharaud $date:2013-11-17T15:00	Récital 2 Alexandre Tharaud
14557.ttl	charlesbradleynickwaterhouse $date:2014-09-03T20:00	Charles Bradley / Nick Waterhouse
13206.ttl	turbulencesweekendensembleintercontemporainmatthiaspintschernouvellesdirections $date:2014-02-09T16:30	Turbulences - Week end ensemble intercontemporain - Matthias Pintscher - Nouvelle(s) direction(s) 
15200.ttl	orchestrenationaliledefrance $date:2016-01-17T16:30	Orchestre national d’Île-de-France
13186.ttl	chamberorchestraofeurope $date:2014-05-24T20:00	Chamber Orchestra of Europe
13458.ttl	bohemeorchestrenationalmontpellierkirillkarabits $date:2014-06-17T20:00	La Bohême - Orchestre National de Montpellier - Kirill Karabits 
13443.ttl	bambergersymphonikerjonathannottvioletaurmana $date:2014-06-03T20:00	Bamberger Symphoniker - Jonathan Nott - Violeta Urmana 
13541.ttl	orchestrecolonnelaurentpetitgirardclairedesert $date:2013-12-10T20:00	Orchestre Colonne - Laurent Petitgirard - Claire Désert
15305.ttl	radulupu $date:2018-03-22T17:09	Radu Lupu
14258.ttl	orchestrenationalcapitoletoulousetugansokhievmariajoaopires $date:2015-04-02T20:30	Orchestre national du Capitole de Toulouse - Tugan Sokhiev - Maria João Pires
14538.ttl	enfantsortileges $date:2015-02-22T15:00	L'enfant et les sortilèges
13497.ttl	quatuorpražak $date:2014-01-25T11:00	Quatuor Pražák
14529.ttl	autourclaviertempere $date:2015-04-04T15:00	Autour du clavier bien tempéré
15237.ttl	chanodominguez&niñojoseleinvitentavishaicohen $date:2018-03-22T17:09	Chano Domínguez & Niño Josele invitent Avishai Cohen
14377.ttl	flutechanter $date:2015-02-08T16:30	La Flûte à chanter  
15140.ttl	journeeroisoleil $date:2015-12-04T20:30	Une Journée avec le roi Soleil
15121.ttl	sanfranciscosymphonyorchestra $date:2015-09-14T20:30	San Francisco Symphony Orchestra
13243.ttl	ensembleintercontemporainpabloherascasadosusangraham $date:2014-01-14T20:00	Ensemble intercontemporain - Pablo Heras-Casado - Susan Graham
13404.ttl	concertnationsjordisavall $date:2014-04-07T20:00	Concert des Nations - Jordi Savall 
14207.ttl	anoushkashankar $date:2015-02-01T18:00	Anoushka Shankar
15120.ttl	orchestreparis $date:2018-03-22T17:09	Orchestre de Paris
16553.ttl	hughcoltman $date:2016-10-09T18:00	Hugh Coltman
14368.ttl	tomatitosextet $date:2015-05-21T20:30	Tomatito Sextet
14381.ttl	danielbarenboim $date:2015-05-19T20:30	Daniel Barenboim
15181.ttl	aleko $date:2015-10-18T17:30	Aleko
14245.ttl	elevation $date:2015-06-06T16:00	Élévation
13196.ttl	femikuti $date:2014-04-17T20:00	Femi Kuti
13322.ttl	quatuorhagen $date:2013-12-07T16:00	Quatuor Hagen
16558.ttl	trios $date:2016-10-15T14:30	Trios
14265.ttl	passionsaintjean $date:2015-04-04T20:30	Passion selon saint Jean
13372.ttl	tombesfrance $date:2018-03-22T17:09	Tombés pour la France 
13376.ttl	khatiabuniatishvili $date:2014-03-04T20:00	Khatia Buniatishvili
13330.ttl	orchestreparispierreboulez $date:2013-12-18T20:00	Orchestre de Paris - Pierre Boulez
16622.ttl	nocturnes $date:2016-11-16T20:30	Nocturnes
15575.ttl	avantscenes $date:2015-11-02T20:30	Avant-scènes 
16873.ttl	beethoven $date:2016-10-16T11:00	Beethoven 
15247.ttl	beethovenheroique $date:2016-03-08T20:30	Beethoven Héroïque
13488.ttl	orchestrenationalilefrancejeanderoyer $date:2018-03-22T17:09	Orchestre National d'Île de France - Jean Deroyer
14229.ttl	duosoperasrobertoalagnairynazhytynska $date:2015-06-22T20:30	Duos d’opéras : Roberto Alagna - Iryna Zhytynska
15520.ttl	quatuorsignum $date:2016-01-16T20:30	Quatuor Signum
16562.ttl	glassworlds $date:2018-03-22T17:09	Glassworlds
15159.ttl	tourbillontemps $date:2015-12-15T20:30	Le Tourbillon du temps
15565.ttl	patriciapetibonmagiciennes $date:2016-05-18T20:30	Patricia Petibon - Magiciennes
13166.ttl	turbulencesweekendensembleintercontemporainbrunomantovaniairlibre $date:2018-03-22T17:09	Turbulences - Week end Ensemble intercontemporain - Bruno Mantovani - Air libre
13495.ttl	quatuorsignum $date:2014-01-23T19:00	Quatuor Signum
15439.ttl	chagallshtetlparis $date:2015-10-17T17:00	Chagall, du Shtetl à Paris
15245.ttl	ladies $date:2016-03-05T20:30	Ladies !
14547.ttl	jazzynightfm $date:2015-02-15T11:00	Jazzy Night FM
15484.ttl	orchestrenationallyon $date:2016-02-06T20:30	Orchestre national de Lyon
15302.ttl	chantsaube $date:2018-03-22T17:09	Chants de l’aube
13317.ttl	orchestretheatremariinskyvalerygergievveronikadjoevamikhailpetrenko $date:2013-12-02T20:00	Orchestre du Théâtre Mariinsky - Valery Gergiev - Veronika Djoeva - Mikhail Petrenko
14176.ttl	theclevelandorchestrafranzwelsermostnikolajznaider $date:2018-03-22T17:09	The Cleveland Orchestra - Franz Welser-Möst - Nikolaj Znaider
14235.ttl	stabatmater $date:2015-06-06T20:30	Stabat Mater
15325.ttl	danielharding $date:2018-03-22T17:09	Daniel Harding
15284.ttl	tonhalleorchesterzurich $date:2016-04-15T20:30	Tonhalle-Orchester Zürich
15224.ttl	royalconcertgebouworchestraamsterdam $date:2016-02-05T20:30	Royal Concertgebouw Orchestra Amsterdam
14051.ttl	pierrelaurentaimard $date:2014-11-30T15:00	Pierre-Laurent Aimard
14078.ttl	ensembleintercontemporainmatthiaspintscherchristineschäfer $date:2015-02-13T20:30	Ensemble intercontemporain - Matthias Pintscher - Christine Schäfer
15534.ttl	quatuorpacifica $date:2016-01-23T11:00	Quatuor Pacifica
15562.ttl	stephenkovacevich $date:2016-04-15T20:30	Stephen Kovacevich
15164.ttl	orchestreparis $date:2015-10-08T20:30	Orchestre de Paris
13521.ttl	blandinerannou $date:2014-03-16T14:00	Blandine Rannou
13485.ttl	orchestrecolonnelaurentpetitgirard $date:2014-05-18T10:45	Orchestre Colonne - Laurent  Petitgirard
15573.ttl	moladanaissance $date:2018-03-22T17:09	Molada, la naissance
14038.ttl	williamchristieartsflorissants $date:2014-11-22T20:00	William Christie - Les Arts Florissants
15250.ttl	americandreams $date:2016-03-13T16:30	American Dreams
16535.ttl	staatskapelleberlindanielbarenboim $date:2016-09-08T20:30	Staatskapelle Berlin/ Daniel Barenboim
13489.ttl	voyagesmusicauxmarcopolo $date:2018-03-22T17:09	Les Voyages musicaux de Marco Polo 
13210.ttl	etiennedahojouenouvelalbum $date:2014-02-18T20:00	Etienne Daho joue son nouvel album
14123.ttl	humanrequiem $date:2015-06-11T20:30	Human Requiem
14068.ttl	jacqueshigelinsoniawiederatherton $date:2015-01-28T20:30	Jacques Higelin / Sonia Wieder-Atherton
13189.ttl	chambrephilharmonique $date:2018-03-22T17:09	La Chambre Philharmonique 
15180.ttl	encantadas $date:2015-10-21T20:30	Le Encantadas
15450.ttl	juandiegoflorez $date:2015-11-20T20:30	Juan Diego Flórez
15337.ttl	ventsfrancais $date:2016-04-16T16:30	Les vents français
14090.ttl	berlinbroadway $date:2015-04-19T19:00	De Berlin à Broadway
14559.ttl	jamescartergiantstepsomarsosakindofblue $date:2014-09-06T17:30	James Carter \"Giant Steps\" / Omar Sosa \"Kind of Blue\"
13190.ttl	artsflorissants $date:2014-05-28T20:00	Les Arts Florissants
15147.ttl	orchestrefrancaisjeunes $date:2015-12-18T20:30	Orchestre français des jeunes
17523.ttl	lauramvula $date:2016-09-10T20:00	Laura Mvula
13338.ttl	orchestrephilharmoniqueradiofrancejukkapekkasarastenataliagutman $date:2018-03-22T17:09	Orchestre Philharmonique de Radio France - Jukka-Pekka Saraste - Natalia Gutman
14035.ttl	hommearmecreation $date:2014-10-09T20:00	L'Homme armé (création)
14257.ttl	astraleattraction $date:2015-05-30T16:00	Astrale attraction
13406.ttl	orchestrepariscorneliusmeister $date:2018-03-22T17:09	Orchestre de Paris - Cornelius Meister
14262.ttl	newyorkphilharmonic $date:2018-03-22T17:09	New York Philharmonic
16576.ttl	orchestreparis $date:2018-03-22T17:09	Orchestre de Paris 
15449.ttl	ambassadeurs $date:2015-11-14T20:30	Les Ambassadeurs
16870.ttl	beethoven $date:2016-10-15T11:00	Beethoven
14329.ttl	turbulencesmarkonikodijevic $date:2018-03-22T17:09	Turbulences - Marko Nikodijevic
16607.ttl	armide $date:2016-11-08T19:30	Armide
14046.ttl	jeanguihenqueyrasalexandermelnikov $date:2014-10-19T15:00	Jean-Guihen Queyras, Alexander Melnikov
13679.ttl	pianokosmos $date:2014-06-15T15:00	Pianokosmos
15315.ttl	yujawang $date:2016-06-15T20:30	Yuja Wang
14363.ttl	symphonienouveaumonde $date:2015-06-13T11:00	Symphonie du Nouveau Monde
13212.ttl	orchestrefrancaisjeunes $date:2018-03-22T17:09	Orchestre Français des Jeunes
17521.ttl	avishaicohenquartetjackyterrasson&stephanebelmondo $date:2016-09-07T20:00	Avishai Cohen Quartet / Jacky Terrasson & Stephane Belmondo
14232.ttl	reponspierreboulez $date:2015-06-11T20:30	Répons de Pierre Boulez
14128.ttl	autourbresil $date:2015-06-13T17:00	Autour du Brésil
16556.ttl	trios $date:2016-10-14T20:30	Trios
13470.ttl	sanfranciscosymphonymichaeltilsonthomasstlawrencestringquartet $date:2018-03-22T17:09	San Francisco Symphony - Michael Tilson Thomas - St. Lawrence String Quartet
16194.ttl	losangelesphilharmonic $date:2016-03-20T16:30	Los Angeles Philharmonic
13332.ttl	messieacademyofancientmusicbernardlabadie $date:2018-03-22T17:09	Le Messie - Academy of Ancient Music - Bernard Labadie 
14335.ttl	reparateurorchestre $date:2014-12-06T11:00	Le réparateur d'orchestre
14733.ttl	jeunegeneration $date:2018-03-22T17:09	Jeune Génération
15125.ttl	viennenuitjour $date:2015-09-22T20:30	Vienne, de nuit et de jour
15257.ttl	englishbaroquesoloists $date:2016-03-25T19:30	English Baroque Soloists
14082.ttl	glennbranca $date:2015-02-20T20:30	Glenn Branca
14151.ttl	voyagereimsgioacchinorossini $date:2015-03-17T19:30	Le Voyage à Reims - Gioacchino Rossini 
13504.ttl	quatuoremerson $date:2014-01-25T20:30	Quatuor Emerson
13253.ttl	risingstarsvanbaerletrio $date:2014-01-06T20:00	Rising Stars : Van Baerle Trio 
15557.ttl	murrayperahia $date:2016-03-21T20:30	Murray Perahia
16570.ttl	amsterdamnelsons $date:2016-10-14T20:30	Amsterdam / Nelsons
15547.ttl	parisbamako $date:2015-11-15T15:00	Paris-Bamako
14197.ttl	paavojärvilanglang $date:2015-01-17T20:30	Paavo Järvi / Lang Lang
13418.ttl	orchestreparispaavojärvinicholasangelich $date:2014-04-23T20:00	Orchestre de Paris - Paavo Järvi - Nicholas Angelich 
14014.ttl	ensembleintercontemporainmatthiaspintscher $date:2014-09-23T20:00	Ensemble intercontemporain - Matthias Pintscher
15179.ttl	grandsoir $date:2015-10-10T20:30	Grand soir
13536.ttl	ventest $date:2014-11-18T20:00	Vent d'est
13297.ttl	orquestabuenavistasocialclub $date:2013-11-10T20:00	Orquesta Buena Vista Social Club
14525.ttl	feuxartifice $date:2015-02-21T20:30	Feux d’artifice 
14549.ttl	reparateurorchestre $date:2015-04-19T11:00	Réparateur d’orchestre
15148.ttl	orchestreparis $date:2015-12-19T20:30	Orchestre de Paris
13312.ttl	orchestrephilharmoniqueradiofrancelionelbringuierrenaudcapucon $date:2013-11-29T20:00	Orchestre Philharmonique de Radio France - Lionel Bringuier - Renaud Capuçon
15142.ttl	armidelully $date:2015-12-10T19:00	Armide - Lully
14016.ttl	thephotographer $date:2014-09-27T20:00	The Photographer
15313.ttl	trio $date:2016-06-07T20:30	Trio
15469.ttl	piafcocteaujourneeparticuliere $date:2015-12-21T20:30	Piaf/Cocteau, une journée particulière 
14298.ttl	orchestrenationaliledefranceionmarinadamlaloum $date:2015-06-05T20:30	Orchestre national d’Île-de-France - Ion Marin - Adam Laloum
14290.ttl	romantiqueoperafrancais $date:2015-02-19T20:30	Le romantique opéra français
15937.ttl	annesophiemutter $date:2016-06-10T20:30	Anne-Sophie Mutter
13136.ttl	francoisxavierrothkarlheinzstockhausen $date:2013-11-13T20:00	François-Xavier Roth / Karlheinz Stockhausen
13308.ttl	mysteresisisconcertspirituelchoeurradioflamandeherveniquet $date:2013-11-23T19:30	Les Mystères d'Isis - Le Concert Spirituel - Choeur de la Radio Flamande - Hervé Niquet
15126.ttl	vepressolennelles $date:2015-09-24T20:30	Vêpres solennelles
14234.ttl	orchestreparisyutakasadojorgeluisprats $date:2015-06-04T20:30	Orchestre de Paris / Yutaka Sado / Jorge Luis Prats
14251.ttl	royalconcertgebouworchestramarissjansons $date:2018-03-22T17:09	Royal Concertgebouw Orchestra - Mariss Jansons
15238.ttl	chamberorchestraofeurope $date:2018-03-22T17:09	Chamber Orchestra of Europe
14039.ttl	warworkcreation $date:2014-11-15T20:00	War Work (création)
16563.ttl	milanchailly $date:2016-10-02T19:00	Milan / Chailly 
13430.ttl	elisabethleonskaja $date:2014-05-12T20:00	Elisabeth Leonskaja
15239.ttl	mathieuboogaerts20ans $date:2016-02-17T20:30	Mathieu Boogaerts a 20 ans
15155.ttl	elenabashkirova $date:2015-12-09T20:30	Elena Bashkirova
14201.ttl	creationhaydn $date:2015-01-23T20:30	La Création  - Haydn
13302.ttl	orchestrephilharmoniqueradiofrancehkgruber $date:2013-11-15T20:00	Orchestre Philharmonique de Radio France - HK Gruber
15258.ttl	bachmesse $date:2018-03-22T17:09	Bach - Messe en si
14469.ttl	jessyenorman $date:2015-05-10T17:00	Jessye Norman
13411.ttl	quatuorartemisgautiercapucon $date:2014-04-12T16:00	Quatuor Artemis - Gautier Capuçon
13357.ttl	orchestreparisjulienmasmondet $date:2018-03-22T17:09	Orchestre de Paris - Julien Masmondet
15214.ttl	nomoremasterpieces $date:2016-01-14T20:30	No more Masterpieces
16580.ttl	orchestreparis $date:2016-11-10T20:30	Orchestre de Paris
13409.ttl	quatuorartemiselisabethleonskaja $date:2014-04-13T16:00	Quatuor Artemis - Elisabeth Leonskaja
14032.ttl	brusselsphilharmonicmicheltabachnikivopogorelich $date:2018-03-22T17:09	Brussels Philharmonic - Michel Tabachnik - Ivo Pogorelich
